ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000138760	protein_coding	SCARB2	41.79	6004	4412
ENSG00000138764	protein_coding	CCNG2	43.18	2105	1833
ENSG00000138767	protein_coding	CNOT6L	36.25	1437	1302
ENSG00000138768	protein_coding	USO1	37.52	1964	1733
ENSG00000138769	protein_coding	CDKL2	39.15	502	444
ENSG00000138771	protein_coding	SHROOM3	41.27	255	234
ENSG00000138772	protein_coding	ANXA3	39.9	832	649
ENSG00000138777	protein_coding	PPA2	36.65	1707	1487
ENSG00000138778	protein_coding	CENPE	34.68	34	28
ENSG00000138785	protein_coding	INTS12	36.56	323	302
ENSG00000138794	protein_coding	CASP6	44.61	139	124
ENSG00000138796	protein_coding	HADH	43.13	2734	2250
ENSG00000138801	protein_coding	PAPSS1	38.55	5336	4043
ENSG00000138802	protein_coding	SEC24B	37.89	926	868
ENSG00000138814	protein_coding	PPP3CA	35.79	12639	6619
ENSG00000138823	protein_coding	MTTP	35.98	848	779
ENSG00000138829	protein_coding	FBN2	37.12	488	429
ENSG00000138834	protein_coding	MAPK8IP3	56.84	3836	2877
ENSG00000138835	protein_coding	RGS3	48.79	444	424
ENSG00000138867	protein_coding	GUCD1	55.14	146	140
ENSG00000138892	protein_coding	TTLL8	53.91	25	21
ENSG00000138942	protein_coding	RNF185	44.97	388	369
ENSG00000138944	protein_coding	SHISAL1	53.42	297	242
ENSG00000138964	protein_coding	PARVG	51.78	334	275
ENSG00000139055	protein_coding	ERP27	38.33	53	49
ENSG00000139083	protein_coding	ETV6	43.19	109	103
ENSG00000139112	protein_coding	GABARAPL1	44.11	11725	4840
ENSG00000139116	protein_coding	KIF21A	36.22	6446	3998
ENSG00000139117	protein_coding	CPNE8	36.06	171	152
ENSG00000139131	protein_coding	YARS2	39.5	288	277
ENSG00000139132	protein_coding	FGD4	40.83	188	176
ENSG00000139154	protein_coding	AEBP2	40.33	1537	1358
ENSG00000139155	protein_coding	SLCO1C1	34.9	20	17
ENSG00000139163	protein_coding	ETNK1	34.4	5415	3696
ENSG00000139168	protein_coding	ZCRB1	37.3	9642	5818
ENSG00000139173	protein_coding	TMEM117	37.35	1643	1382
ENSG00000139174	protein_coding	PRICKLE1	41.36	3433	2516
ENSG00000139180	protein_coding	NDUFA9	39.57	2453	1988
ENSG00000139182	protein_coding	CLSTN3	51.75	4009	1704
ENSG00000139190	protein_coding	VAMP1	48.87	490	409
ENSG00000139192	protein_coding	TAPBPL	50.43	78	74
ENSG00000139197	protein_coding	PEX5	42.58	1006	892
ENSG00000139200	protein_coding	PIANP	58.42	1734	1176
ENSG00000139218	protein_coding	SCAF11	36.52	3692	3018
ENSG00000139220	protein_coding	PPFIA2	34.5	409	366
ENSG00000139263	protein_coding	LRIG3	39.12	117	98
ENSG00000139266	protein_coding	MARCH9	55.49	298	269
ENSG00000139278	protein_coding	GLIPR1	37.72	15	13
ENSG00000139289	protein_coding	PHLDA1	45.13	4985	3245
ENSG00000139291	protein_coding	TMEM19	39.6	2200	1898
ENSG00000139318	protein_coding	DUSP6	46.4	1062	848
ENSG00000139323	protein_coding	POC1B	39.79	201	177
ENSG00000139324	protein_coding	TMTC3	34.6	82	78
ENSG00000139343	protein_coding	SNRPF	39.09	4564	3322
ENSG00000139350	protein_coding	NEDD1	35.02	197	185
ENSG00000139352	protein_coding	ASCL1	51.34	23	21
ENSG00000139364	protein_coding	TMEM132B	43.9	2885	2098
ENSG00000139370	protein_coding	SLC15A4	45.84	1311	1205
ENSG00000139405	protein_coding	RITA1	51.56	770	696
ENSG00000139428	protein_coding	MMAB	52.08	382	359
ENSG00000139433	protein_coding	GLTP	49.11	28759	8305
ENSG00000139436	protein_coding	GIT2	43.44	2254	1993
ENSG00000139438	protein_coding	FAM222A	52.74	1536	1348
ENSG00000139505	protein_coding	MTMR6	37.84	2003	1760
ENSG00000139508	protein_coding	SLC46A3	40.19	249	230
ENSG00000139514	protein_coding	SLC7A1	47.44	207	183
ENSG00000139531	protein_coding	SUOX	52.21	144	121
ENSG00000139537	protein_coding	CCDC65	47.98	27	24
ENSG00000139546	protein_coding	TARBP2	57.56	41	39
ENSG00000139567	protein_coding	ACVRL1	54.84	21	19
ENSG00000139572	protein_coding	GPR84	50.76	233	213
ENSG00000139579	protein_coding	NABP2	51.22	4293	3363
ENSG00000139597	protein_coding	N4BP2L1	43.1	1261	1149
ENSG00000139610	protein_coding	CELA1	46.9	946	834
ENSG00000139613	protein_coding	SMARCC2	48.97	2736	2250
ENSG00000139620	protein_coding	KANSL2	41.97	105	99
ENSG00000139624	protein_coding	CERS5	43.85	1694	1504
ENSG00000139625	protein_coding	MAP3K12	52.61	1159	1019
ENSG00000139629	protein_coding	GALNT6	49.89	3224	2531
ENSG00000139631	protein_coding	CSAD	47.44	741	706
ENSG00000139636	protein_coding	LMBR1L	51.62	106	101
ENSG00000139637	protein_coding	C12orf10	51.2	979	911
ENSG00000139644	protein_coding	TMBIM6	43.42	26813	10275
ENSG00000139679	protein_coding	LPAR6	36.98	1289	1134
ENSG00000139687	protein_coding	RB1	38.5	792	736
ENSG00000139697	protein_coding	SBNO1	43.26	3024	2525
ENSG00000139719	protein_coding	VPS33A	44.61	931	848
ENSG00000139722	protein_coding	VPS37B	47.13	407	384
ENSG00000139725	protein_coding	RHOF	56.89	491	440
ENSG00000139726	protein_coding	DENR	42.06	5580	3976
ENSG00000139734	protein_coding	DIAPH3	35.91	138	129
ENSG00000139737	protein_coding	SLAIN1	36.87	11998	6022
ENSG00000139746	protein_coding	RBM26	34.26	1082	1002
ENSG00000139767	protein_coding	SRRM4	44.14	150	139
ENSG00000139793	protein_coding	MBNL2	40.24	14983	7599
ENSG00000139826	protein_coding	ABHD13	35.41	577	546
ENSG00000139832	protein_coding	RAB20	49.73	177	157
ENSG00000139842	protein_coding	CUL4A	45.97	1080	994
ENSG00000139874	protein_coding	SSTR1	54.26	634	403
ENSG00000139910	protein_coding	NOVA1	33.12	510	470
ENSG00000139915	protein_coding	MDGA2	35.17	1033	941
ENSG00000139921	protein_coding	TMX1	36.89	2254	1905
ENSG00000139946	protein_coding	PELI2	39.92	668	593
ENSG00000139970	protein_coding	RTN1	39.18	19251	2756
ENSG00000139973	protein_coding	SYT16	39.31	619	540
ENSG00000139974	protein_coding	SLC38A6	37.62	91	82
ENSG00000139977	protein_coding	NAA30	37.29	599	555
ENSG00000139988	protein_coding	RDH12	41.06	37	35
ENSG00000139990	protein_coding	DCAF5	40.67	751	683
ENSG00000140006	protein_coding	WDR89	41.2	4393	3308
ENSG00000140022	protein_coding	STON2	41.03	23	21
ENSG00000140043	protein_coding	PTGR2	42.1	1611	1465
ENSG00000140092	protein_coding	FBLN5	47.21	21	18
ENSG00000140104	protein_coding	CLBA1	53.3	207	195
ENSG00000140105	protein_coding	WARS	46.89	1164	1052
ENSG00000140153	protein_coding	WDR20	45.46	1371	1245
ENSG00000140157	protein_coding	NIPA2	43.73	1061	967
ENSG00000140199	protein_coding	SLC12A6	39.55	1411	1241
ENSG00000140262	protein_coding	TCF12	37.17	2933	2390
ENSG00000140263	protein_coding	SORD	45.25	484	438
ENSG00000140264	protein_coding	SERF2	49.15	6570	4533
ENSG00000140265	protein_coding	ZSCAN29	44.13	431	400
ENSG00000140280	protein_coding	LYSMD2	41.49	3200	2412
ENSG00000140299	protein_coding	BNIP2	38.55	1198	1081
ENSG00000140307	protein_coding	GTF2A2	39.73	4192	3345
ENSG00000140319	protein_coding	SRP14	43.3	26331	9694
ENSG00000140320	protein_coding	BAHD1	53.78	133	122
ENSG00000140323	protein_coding	DISP2	53.06	3309	1521
ENSG00000140326	protein_coding	CDAN1	54.45	322	307
ENSG00000140332	protein_coding	TLE3	52.15	909	846
ENSG00000140365	protein_coding	COMMD4	53.23	4599	3560
ENSG00000140367	protein_coding	UBE2Q2	38.56	946	825
ENSG00000140374	protein_coding	ETFA	40.14	1285	1176
ENSG00000140382	protein_coding	HMG20A	38.22	947	837
ENSG00000140386	protein_coding	SCAPER	37.7	689	629
ENSG00000140391	protein_coding	TSPAN3	41.92	26433	9358
ENSG00000140395	protein_coding	WDR61	43.3	1947	1703
ENSG00000140396	protein_coding	NCOA2	38.24	1319	1171
ENSG00000140398	protein_coding	NEIL1	58.78	44	38
ENSG00000140400	protein_coding	MAN2C1	57.22	782	742
ENSG00000140403	protein_coding	DNAJA4	47.08	961	885
ENSG00000140443	protein_coding	IGF1R	44.56	1375	1206
ENSG00000140450	protein_coding	ARRDC4	39.4	58	54
ENSG00000140455	protein_coding	USP3	38.44	584	547
ENSG00000140463	protein_coding	BBS4	40.76	841	666
ENSG00000140470	protein_coding	ADAMTS17	46.61	120	107
ENSG00000140471	protein_coding	LINS1	40.18	45	42
ENSG00000140474	protein_coding	ULK3	59.88	135	128
ENSG00000140479	protein_coding	PCSK6	48.11	982	896
ENSG00000140497	protein_coding	SCAMP2	51.05	2042	1705
ENSG00000140521	protein_coding	POLG	49.14	701	645
ENSG00000140538	protein_coding	NTRK3	45.3	640	438
ENSG00000140543	protein_coding	DET1	43.27	111	104
ENSG00000140545	protein_coding	MFGE8	55.57	358	318
ENSG00000140548	protein_coding	ZNF710	50.7	371	343
ENSG00000140553	protein_coding	UNC45A	53.82	561	529
ENSG00000140564	protein_coding	FURIN	58.48	566	542
ENSG00000140575	protein_coding	IQGAP1	40.76	437	395
ENSG00000140577	protein_coding	CRTC3	44.02	878	804
ENSG00000140600	protein_coding	SH3GL3	40.8	14436	6509
ENSG00000140612	protein_coding	SEC11A	42.34	2309	2006
ENSG00000140632	protein_coding	GLYR1	47.61	3256	2578
ENSG00000140650	protein_coding	PMM2	46.16	873	819
ENSG00000140691	protein_coding	ARMC5	58.18	149	142
ENSG00000140694	protein_coding	PARN	41.91	575	532
ENSG00000140718	protein_coding	FTO	40.2	3693	2927
ENSG00000140740	protein_coding	UQCRC2	40.09	4229	3243
ENSG00000140749	protein_coding	IGSF6	40.71	91	74
ENSG00000140750	protein_coding	ARHGAP17	44.36	966	897
ENSG00000140807	protein_coding	NKD1	51.66	5527	3809
ENSG00000140829	protein_coding	DHX38	51.48	135	130
ENSG00000140830	protein_coding	TXNL4B	44.45	235	225
ENSG00000140836	protein_coding	ZFHX3	43.39	946	816
ENSG00000140848	protein_coding	CPNE2	54.03	188	167
ENSG00000140854	protein_coding	KATNB1	56.58	641	587
ENSG00000140859	protein_coding	KIFC3	50.69	51	41
ENSG00000140905	protein_coding	GCSH	43.92	2227	1909
ENSG00000140931	protein_coding	CMTM3	58.84	565	488
ENSG00000140937	protein_coding	CDH11	40.38	608	570
ENSG00000140941	protein_coding	MAP1LC3B	47.5	18706	8585
ENSG00000140943	protein_coding	MBTPS1	45.15	1424	1290
ENSG00000140945	protein_coding	CDH13	42.22	2084	819
ENSG00000140948	protein_coding	ZCCHC14	48.41	1180	1025
ENSG00000140968	protein_coding	IRF8	49.68	1780	1182
ENSG00000140983	protein_coding	RHOT2	66.34	605	568
ENSG00000140988	protein_coding	RPS2	57.61	38635	11292
ENSG00000140990	protein_coding	NDUFB10	58.74	12734	6421
ENSG00000140992	protein_coding	PDPK1	52.5	1409	1207
ENSG00000140995	protein_coding	DEF8	57.08	669	637
ENSG00000141002	protein_coding	TCF25	55.04	13397	6083
ENSG00000141013	protein_coding	GAS8	52.63	44	42
ENSG00000141026	protein_coding	MED9	47.91	1363	1206
ENSG00000141027	protein_coding	NCOR1	39.72	6283	4532
ENSG00000141030	protein_coding	COPS3	44.68	2188	1908
ENSG00000141034	protein_coding	GID4	45.86	1590	1423
ENSG00000141040	protein_coding	ZNF287	39.49	516	481
ENSG00000141068	protein_coding	KSR1	49.31	502	470
ENSG00000141084	protein_coding	RANBP10	49.73	603	551
ENSG00000141098	protein_coding	GFOD2	46.44	979	741
ENSG00000141101	protein_coding	NOB1	48.25	883	813
ENSG00000141127	protein_coding	PRPSAP2	44.41	981	926
ENSG00000141198	protein_coding	TOM1L1	41.1	20	18
ENSG00000141219	protein_coding	C17orf80	44.12	82	78
ENSG00000141232	protein_coding	TOB1	50.17	2706	2226
ENSG00000141252	protein_coding	VPS53	45.86	1701	1520
ENSG00000141258	protein_coding	SGSM2	54.99	581	493
ENSG00000141279	protein_coding	NPEPPS	41.25	4287	3246
ENSG00000141298	protein_coding	SSH2	40.66	2654	2331
ENSG00000141314	protein_coding	RHBDL3	51.35	60	29
ENSG00000141337	protein_coding	ARSG	45.96	4786	3455
ENSG00000141338	protein_coding	ABCA8	36.81	400	378
ENSG00000141349	protein_coding	G6PC3	53.16	1924	1650
ENSG00000141367	protein_coding	CLTC	38.54	4208	3195
ENSG00000141376	protein_coding	BCAS3	39.85	1194	1091
ENSG00000141378	protein_coding	PTRH2	39.24	1013	945
ENSG00000141385	protein_coding	AFG3L2	44.7	922	826
ENSG00000141404	protein_coding	GNAL	44.12	1638	1034
ENSG00000141424	protein_coding	SLC39A6	39.44	1212	1072
ENSG00000141429	protein_coding	GALNT1	38.5	1095	1022
ENSG00000141431	protein_coding	ASXL3	36.19	581	541
ENSG00000141446	protein_coding	ESCO1	41.11	284	273
ENSG00000141447	protein_coding	OSBPL1A	40.87	11513	6290
ENSG00000141449	protein_coding	GREB1L	40.54	17	15
ENSG00000141452	protein_coding	RMC1	45.13	492	450
ENSG00000141456	protein_coding	PELP1	48.03	285	267
ENSG00000141458	protein_coding	NPC1	44.65	5276	3860
ENSG00000141480	protein_coding	ARRB2	56.58	1413	1251
ENSG00000141485	protein_coding	SLC13A5	51.78	6	4
ENSG00000141499	protein_coding	WRAP53	50.13	1291	1189
ENSG00000141503	protein_coding	MINK1	51.94	3021	2497
ENSG00000141504	protein_coding	SAT2	56.73	1219	1124
ENSG00000141506	protein_coding	PIK3R5	47.52	18	15
ENSG00000141510	protein_coding	TP53	48.86	915	868
ENSG00000141522	protein_coding	ARHGDIA	68.15	10345	6483
ENSG00000141524	protein_coding	TMC6	61.98	44	42
ENSG00000141526	protein_coding	SLC16A3	59.9	403	333
ENSG00000141540	protein_coding	TTYH2	54.45	8327	4883
ENSG00000141542	protein_coding	RAB40B	53.01	226	206
ENSG00000141543	protein_coding	EIF4A3	46.23	1626	1483
ENSG00000141551	protein_coding	CSNK1D	55.31	2108	1870
ENSG00000141552	protein_coding	ANAPC11	55.3	13320	7250
ENSG00000141556	protein_coding	TBCD	52.84	879	805
ENSG00000141562	protein_coding	NARF	51.72	1785	1597
ENSG00000141564	protein_coding	RPTOR	49.12	954	864
ENSG00000141568	protein_coding	FOXK2	49.72	1292	1153
ENSG00000141569	protein_coding	TRIM65	54.86	101	90
ENSG00000141570	protein_coding	CBX8	60.55	271	260
ENSG00000141576	protein_coding	RNF157	45.04	1563	1227
ENSG00000141577	protein_coding	CEP131	59.72	71	66
ENSG00000141580	protein_coding	WDR45B	49.34	2275	1981
ENSG00000141582	protein_coding	CBX4	62.5	1628	1468
ENSG00000141622	protein_coding	RNF165	49.03	940	720
ENSG00000141627	protein_coding	DYM	38.58	1270	1122
ENSG00000141642	protein_coding	ELAC1	41.78	505	440
ENSG00000141644	protein_coding	MBD1	49.32	705	673
ENSG00000141646	protein_coding	SMAD4	37.94	847	783
ENSG00000141655	protein_coding	TNFRSF11A	44.92	20	18
ENSG00000141664	protein_coding	ZCCHC2	42.37	212	203
ENSG00000141668	protein_coding	CBLN2	38.33	28	23
ENSG00000141696	protein_coding	P3H4	56.65	4710	3427
ENSG00000141698	protein_coding	NT5C3B	48.91	903	822
ENSG00000141741	protein_coding	MIEN1	55.28	15952	7950
ENSG00000141748	protein_coding	ARL5C	52.16	18	16
ENSG00000141750	protein_coding	STAC2	57.83	244	202
ENSG00000141753	protein_coding	IGFBP4	53.02	1293	715
ENSG00000141759	protein_coding	TXNL4A	45.6	4939	3651
ENSG00000141837	protein_coding	CACNA1A	47.43	972	763
ENSG00000141858	protein_coding	SAMD1	64.5	366	346
ENSG00000141873	protein_coding	SLC39A3	57.81	1826	1635
ENSG00000141905	protein_coding	NFIC	55.09	3460	2805
ENSG00000141933	protein_coding	TPGS1	61.72	4499	3498
ENSG00000141934	protein_coding	PLPP2	54.68	1692	1430
ENSG00000141956	protein_coding	PRDM15	51.21	83	79
ENSG00000141959	protein_coding	PFKL	63.48	1008	887
ENSG00000141965	protein_coding	FEM1A	55.13	1175	1044
ENSG00000141968	protein_coding	VAV1	47.39	395	346
ENSG00000141971	protein_coding	MVB12A	50.72	1558	1401
ENSG00000141985	protein_coding	SH3GL1	57.17	1767	1546
ENSG00000141994	protein_coding	DUS3L	61.95	1182	1062
ENSG00000142002	protein_coding	DPP9	56.68	1238	1073
ENSG00000142039	protein_coding	CCDC97	53.54	856	802
ENSG00000142046	protein_coding	TMEM91	52.68	1682	923
ENSG00000142065	protein_coding	ZFP14	42.69	1034	927
ENSG00000142082	protein_coding	SIRT3	48.53	3747	2575
ENSG00000142089	protein_coding	IFITM3	54.32	83	40
ENSG00000142149	protein_coding	HUNK	45.92	106	93
ENSG00000142156	protein_coding	COL6A1	64.67	6	4
ENSG00000142166	protein_coding	IFNAR1	41.33	886	818
ENSG00000142168	protein_coding	SOD1	44.51	4355	2934
ENSG00000142173	protein_coding	COL6A2	55.88	506	359
ENSG00000142185	protein_coding	TRPM2	54.13	324	283
ENSG00000142186	protein_coding	SCYL1	57.59	1365	1245
ENSG00000142192	protein_coding	APP	39.73	29284	9558
ENSG00000142207	protein_coding	URB1	46.41	43	41
ENSG00000142208	protein_coding	AKT1	64.08	1464	1231
ENSG00000142227	protein_coding	EMP3	52.78	296	264
ENSG00000142230	protein_coding	SAE1	47.18	1761	1466
ENSG00000142235	protein_coding	LMTK3	58.49	766	650
ENSG00000142252	protein_coding	GEMIN7	50.44	3946	3033
ENSG00000142303	protein_coding	ADAMTS10	54.58	12	10
ENSG00000142327	protein_coding	RNPEPL1	63.56	2835	2344
ENSG00000142330	protein_coding	CAPN10	54.58	1322	1178
ENSG00000142347	protein_coding	MYO1F	52.57	198	179
ENSG00000142409	protein_coding	ZNF787	58.61	1215	1120
ENSG00000142453	protein_coding	CARM1	54.32	364	345
ENSG00000142484	protein_coding	TM4SF5	50.63	17	15
ENSG00000142507	protein_coding	PSMB6	52.73	13868	7499
ENSG00000142534	protein_coding	RPS11	53.08	38515	11145
ENSG00000142541	protein_coding	RPL13A	53.4	65252	12293
ENSG00000142544	protein_coding	CTU1	54.38	131	123
ENSG00000142546	protein_coding	NOSIP	50.81	1579	1426
ENSG00000142549	protein_coding	IGLON5	55.38	247	220
ENSG00000142583	protein_coding	SLC2A5	47.92	1394	940
ENSG00000142599	protein_coding	RERE	42.21	2305	1925
ENSG00000142621	protein_coding	FHAD1	47.42	31	28
ENSG00000142632	protein_coding	ARHGEF19	57.34	329	295
ENSG00000142634	protein_coding	EFHD2	56.77	3559	2140
ENSG00000142655	protein_coding	PEX14	45.03	1452	1308
ENSG00000142657	protein_coding	PGD	47.54	1257	1158
ENSG00000142669	protein_coding	SH3BGRL3	61.93	23416	9631
ENSG00000142676	protein_coding	RPL11	46.35	41506	11445
ENSG00000142684	protein_coding	ZNF593	62.53	860	804
ENSG00000142686	protein_coding	C1orf216	53.21	928	811
ENSG00000142687	protein_coding	KIAA0319L	41.89	1616	1455
ENSG00000142694	protein_coding	EVA1B	70.2	284	266
ENSG00000142751	protein_coding	GPN2	48.73	61	60
ENSG00000142784	protein_coding	WDTC1	46.47	1118	1041
ENSG00000142798	protein_coding	HSPG2	56.09	201	185
ENSG00000142856	protein_coding	ITGB3BP	36.68	495	467
ENSG00000142864	protein_coding	SERBP1	38.87	7103	4796
ENSG00000142867	protein_coding	BCL10	39.27	1840	1654
ENSG00000142875	protein_coding	PRKACB	34.7	9073	5431
ENSG00000142892	protein_coding	PIGK	35.84	2027	1645
ENSG00000142920	protein_coding	AZIN2	46.14	412	350
ENSG00000142937	protein_coding	RPS8	55.11	47226	11712
ENSG00000142949	protein_coding	PTPRF	55.69	1915	1617
ENSG00000142961	protein_coding	MOB3C	54.42	685	651
ENSG00000143006	protein_coding	DMRTB1	54.92	17	15
ENSG00000143013	protein_coding	LMO4	41.87	2769	1266
ENSG00000143033	protein_coding	MTF2	37.37	1207	1094
ENSG00000143061	protein_coding	IGSF3	46.14	759	634
ENSG00000143067	protein_coding	ZNF697	44.79	100	90
ENSG00000143079	protein_coding	CTTNBP2NL	39.6	1245	1149
ENSG00000143093	protein_coding	STRIP1	51.41	872	798
ENSG00000143106	protein_coding	PSMA5	40.76	5730	4208
ENSG00000143110	protein_coding	C1orf162	41.83	25	23
ENSG00000143119	protein_coding	CD53	39.53	3343	1678
ENSG00000143126	protein_coding	CELSR2	60.19	2255	1735
ENSG00000143149	protein_coding	ALDH9A1	40.34	1098	1015
ENSG00000143153	protein_coding	ATP1B1	43.48	29150	2749
ENSG00000143155	protein_coding	TIPRL	38.53	2653	2267
ENSG00000143156	protein_coding	NME7	36.61	382	365
ENSG00000143157	protein_coding	POGK	47.02	1495	1322
ENSG00000143158	protein_coding	MPC2	37.94	12492	6673
ENSG00000143162	protein_coding	CREG1	44.5	2461	1863
ENSG00000143164	protein_coding	DCAF6	35.91	592	567
ENSG00000143179	protein_coding	UCK2	44.2	349	330
ENSG00000143183	protein_coding	TMCO1	39.88	4362	3456
ENSG00000143190	protein_coding	POU2F1	37.96	858	804
ENSG00000143195	protein_coding	ILDR2	42.39	914	603
ENSG00000143198	protein_coding	MGST3	43.33	2796	1837
ENSG00000143222	protein_coding	UFC1	46.11	4685	3495
ENSG00000143224	protein_coding	PPOX	53.19	714	672
ENSG00000143226	protein_coding	FCGR2A	43.82	4732	1843
ENSG00000143248	protein_coding	RGS5	37.67	252	170
ENSG00000143252	protein_coding	SDHC	42.28	3444	2813
ENSG00000143256	protein_coding	PFDN2	44.06	17177	7564
ENSG00000143258	protein_coding	USP21	53.43	874	819
ENSG00000143294	protein_coding	PRCC	46.54	466	444
ENSG00000143303	protein_coding	RRNAD1	51	1306	1181
ENSG00000143314	protein_coding	MRPL24	48.93	4326	3380
ENSG00000143315	protein_coding	PIGM	39.87	133	128
ENSG00000143318	protein_coding	CASQ1	50.52	12	10
ENSG00000143319	protein_coding	ISG20L2	50.3	269	259
ENSG00000143321	protein_coding	HDGF	51.35	6879	4540
ENSG00000143322	protein_coding	ABL2	41.31	588	542
ENSG00000143324	protein_coding	XPR1	36.94	984	865
ENSG00000143333	protein_coding	RGS16	50.79	106	95
ENSG00000143337	protein_coding	TOR1AIP1	38.76	1159	1034
ENSG00000143344	protein_coding	RGL1	39.98	220	206
ENSG00000143353	protein_coding	LYPLAL1	33.93	281	268
ENSG00000143368	protein_coding	SF3B4	47.69	1298	1206
ENSG00000143373	protein_coding	ZNF687	58	637	593
ENSG00000143374	protein_coding	TARS2	48.52	694	644
ENSG00000143375	protein_coding	CGN	49.43	186	164
ENSG00000143376	protein_coding	SNX27	40.43	2812	2262
ENSG00000143379	protein_coding	SETDB1	44.16	575	543
ENSG00000143382	protein_coding	ADAMTSL4	60.13	1718	1430
ENSG00000143384	protein_coding	MCL1	44.74	1966	1729
ENSG00000143387	protein_coding	CTSK	42.94	5030	3548
ENSG00000143393	protein_coding	PI4KB	48.46	393	378
ENSG00000143398	protein_coding	PIP5K1A	45.21	1528	1342
ENSG00000143418	protein_coding	CERS2	52.38	20479	7491
ENSG00000143420	protein_coding	ENSA	45.32	4233	2603
ENSG00000143434	protein_coding	SEMA6C	57.48	491	432
ENSG00000143436	protein_coding	MRPL9	47.92	1173	1078
ENSG00000143437	protein_coding	ARNT	41.19	829	782
ENSG00000143442	protein_coding	POGZ	41.8	823	763
ENSG00000143457	protein_coding	GOLPH3L	40.09	278	262
ENSG00000143458	protein_coding	GABPB2	44.85	59	56
ENSG00000143469	protein_coding	SYT14	36.77	26	24
ENSG00000143473	protein_coding	KCNH1	41.06	91	83
ENSG00000143476	protein_coding	DTL	38.44	9	7
ENSG00000143486	protein_coding	EIF2D	46.17	711	671
ENSG00000143493	protein_coding	INTS7	38.12	1160	1036
ENSG00000143499	protein_coding	SMYD2	43.58	1743	1447
ENSG00000143502	protein_coding	SUSD4	44.23	988	776
ENSG00000143507	protein_coding	DUSP10	41.32	2701	2231
ENSG00000143514	protein_coding	TP53BP2	39.78	4161	3060
ENSG00000143537	protein_coding	ADAM15	58.25	2121	1865
ENSG00000143543	protein_coding	JTB	50.82	9591	6295
ENSG00000143545	protein_coding	RAB13	48.67	82	73
ENSG00000143549	protein_coding	TPM3	45.14	4047	3228
ENSG00000143553	protein_coding	SNAPIN	50.6	7274	5096
ENSG00000143554	protein_coding	SLC27A3	59.39	12	11
ENSG00000143570	protein_coding	SLC39A1	52.3	308	288
ENSG00000143575	protein_coding	HAX1	49.78	2142	1860
ENSG00000143590	protein_coding	EFNA3	63.3	524	451
ENSG00000143612	protein_coding	C1orf43	45.86	2342	1983
ENSG00000143614	protein_coding	GATAD2B	45.03	3640	2939
ENSG00000143621	protein_coding	ILF2	44.32	2999	2483
ENSG00000143622	protein_coding	RIT1	43.8	1765	1588
ENSG00000143624	protein_coding	INTS3	48.34	1092	1010
ENSG00000143630	protein_coding	HCN3	53.94	280	238
ENSG00000143632	protein_coding	ACTA1	62.54	310	247
ENSG00000143633	protein_coding	C1orf131	43.5	1859	1669
ENSG00000143643	protein_coding	TTC13	39.73	944	866
ENSG00000143653	protein_coding	SCCPDH	41.65	11813	6048
ENSG00000143702	protein_coding	CEP170	36.28	1972	1744
ENSG00000143727	protein_coding	ACP1	42.67	1383	1066
ENSG00000143740	protein_coding	SNAP47	53.99	5224	2754
ENSG00000143742	protein_coding	SRP9	40.6	5392	3483
ENSG00000143748	protein_coding	NVL	41.56	1270	1146
ENSG00000143751	protein_coding	SDE2	40.61	1059	945
ENSG00000143753	protein_coding	DEGS1	46.06	11700	6059
ENSG00000143756	protein_coding	FBXO28	40.96	2074	1836
ENSG00000143761	protein_coding	ARF1	52.33	10508	6455
ENSG00000143771	protein_coding	CNIH4	43.2	2107	1886
ENSG00000143774	protein_coding	GUK1	61.76	14734	7411
ENSG00000143776	protein_coding	CDC42BPA	36.66	4095	3163
ENSG00000143786	protein_coding	CNIH3	44.14	316	252
ENSG00000143793	protein_coding	C1orf35	60.86	1636	1427
ENSG00000143797	protein_coding	MBOAT2	40.14	276	257
ENSG00000143799	protein_coding	PARP1	46.8	1068	985
ENSG00000143801	protein_coding	PSEN2	52.42	824	763
ENSG00000143811	protein_coding	PYCR2	54.97	3659	2878
ENSG00000143815	protein_coding	LBR	41.69	741	682
ENSG00000143819	protein_coding	EPHX1	50.76	32	28
ENSG00000143845	protein_coding	ETNK2	52.56	60	54
ENSG00000143858	protein_coding	SYT2	50.15	49	20
ENSG00000143862	protein_coding	ARL8A	53.33	7333	4926
ENSG00000143870	protein_coding	PDIA6	46.27	4878	3671
ENSG00000143878	protein_coding	RHOB	57.46	25697	9336
ENSG00000143889	protein_coding	HNRNPLL	37.07	661	630
ENSG00000143924	protein_coding	EML4	38.02	604	557
ENSG00000143942	protein_coding	CHAC2	39.04	1107	1020
ENSG00000143947	protein_coding	RPS27A	45.81	65630	12204
ENSG00000143952	protein_coding	VPS54	37.1	176	166
ENSG00000143970	protein_coding	ASXL2	39.52	2120	1857
ENSG00000143971	protein_coding	ETAA1	33.29	369	304
ENSG00000144021	protein_coding	CIAO1	48.83	943	878
ENSG00000144028	protein_coding	SNRNP200	47.24	858	789
ENSG00000144029	protein_coding	MRPS5	42.15	1877	1649
ENSG00000144034	protein_coding	TPRKB	40.52	2599	2225
ENSG00000144036	protein_coding	EXOC6B	37.12	3618	2922
ENSG00000144040	protein_coding	SFXN5	49.36	218	201
ENSG00000144043	protein_coding	TEX261	52.41	2558	2237
